orderNumber,orderDate,requiredDate,status,customerNumber,totalAmount,paymentMethod
201265,2024-09-13,2024-09-19,Cancelled,10294,5844.73,Credit Card
201266,2024-06-19,2024-06-27,Cancelled,10510,1488.04,COD
201267,2024-09-21,2024-09-24,Delivered,10589,3532.48,COD
201268,2024-08-11,2024-08-14,Delivered,10866,2069.69,Bank Transfer
201269,2024-09-26,2024-09-30,Shipped,10303,3498.48,Credit Card
201270,2024-03-02,2024-03-09,Delivered,10227,7087.42,COD
201271,2024-02-26,2024-03-04,Disputed,10458,617.99,Invoice
201272,2024-02-27,2024-03-04,Delivered,10171,2066.43,COD
201273,2024-01-04,2024-01-10,In Process,10003,1506.42,Credit Card
201274,2024-02-14,2024-02-21,Delivered,10398,7499.93,COD
201275,2024-03-02,2024-03-08,Delivered,10845,3628.91,Invoice
201276,2024-05-10,2024-05-19,Shipped,10714,4284.75,COD
201277,2024-06-08,2024-06-14,Shipped,10752,6478.92,Credit Card
201278,2024-08-30,2024-09-04,Shipped,10258,881.56,Invoice
201279,2024-02-10,2024-02-17,Disputed,10090,6117.15,Invoice
201280,2024-03-16,2024-03-23,Shipped,10883,1776.75,Bank Transfer
201281,2024-10-02,2024-10-08,Shipped,10687,7359.33,Bank Transfer
201282,2024-07-12,2024-07-21,Cancelled,10695,4547.9,Invoice
201283,2024-02-25,2024-03-01,In Process,10810,1301.7,Invoice
201284,2024-03-06,2024-03-09,In Process,10712,3922.4,COD
201285,2024-01-31,2024-02-06,Disputed,10816,2143.54,Credit Card
201286,2024-07-01,2024-07-04,Delivered,10836,108.67,Bank Transfer
201287,2024-02-02,2024-02-07,Delivered,10859,6661.82,Invoice
201288,2024-02-02,2024-02-04,Delivered,10381,2499.55,Invoice
201289,2024-08-09,2024-08-16,In Process,10284,5260.34,Invoice
201290,2024-04-10,2024-04-20,Delivered,10554,5333.13,Invoice
201291,2024-09-19,2024-09-28,Disputed,10587,3768.55,COD
201292,2024-03-03,2024-03-09,Disputed,10797,424.99,Credit Card
201293,2024-02-21,2024-02-24,Delivered,10682,5274.52,Credit Card
201294,2024-01-17,2024-01-23,Shipped,10313,6959.81,Credit Card
201295,2024-08-14,2024-08-21,In Process,10827,4348.37,Bank Transfer
201296,2024-06-25,2024-07-02,Cancelled,10678,4237.66,Bank Transfer
201297,2024-03-29,2024-04-08,Disputed,10024,3272.85,COD
201298,2024-09-05,2024-09-13,Shipped,10964,1220.36,Bank Transfer
201299,2024-02-09,2024-02-13,Disputed,10082,3042.28,COD
201300,2024-08-31,2024-09-06,Delivered,10435,5502.81,Bank Transfer
201301,2024-04-25,2024-05-02,Shipped,10265,7104.61,Bank Transfer
201302,2024-07-10,2024-07-15,Delivered,10396,3644.07,Invoice
201303,2024-07-23,2024-07-26,In Process,10812,6309.68,Invoice
201304,2024-01-29,2024-02-06,Disputed,10545,4874.48,Bank Transfer
201305,2024-10-21,2024-10-29,Delivered,10553,1493.81,
201306,2024-07-09,2024-07-11,Shipped,10832,4483.84,COD
201307,2024-07-25,2024-08-03,Shipped,10666,4832.14,Bank Transfer
201308,2024-01-07,2024-01-09,Cancelled,10123,4242.67,Bank Transfer
201309,2024-03-10,2024-03-14,Disputed,10981,5794.81,Bank Transfer
201310,2024-03-22,2024-03-24,Disputed,10084,2331.86,Invoice
201311,2024-02-21,2024-02-29,Delivered,10858,2862.88,Invoice
201312,2024-09-17,2024-09-20,Disputed,10596,3165.86,Invoice
201313,2024-03-05,2024-03-09,Delivered,10547,7023.44,Credit Card
201314,2024-10-12,2024-10-16,Shipped,10244,6406.57,Bank Transfer
201315,2024-08-09,2024-08-19,Delivered,10980,1544.6,Credit Card
201316,2024-01-25,2024-01-27,In Process,10554,2903.42,Bank Transfer
201317,2024-05-23,2024-05-26,In Process,10219,4965.07,Invoice
201318,2024-04-04,2024-04-12,Disputed,10588,71.82,COD
201319,2024-08-04,2024-08-14,Cancelled,10048,343.52,Invoice
201320,2024-04-02,2024-04-09,In Process,10660,7461.15,COD
201321,2024-10-15,2024-10-21,Disputed,10348,7459.93,Invoice
201322,2024-09-11,2024-09-14,Delivered,10522,4501.6,COD
201323,2024-04-30,2024-05-03,Disputed,10870,6459.35,Bank Transfer
201324,2024-06-15,2024-06-19,Cancelled,10064,5588.12,Credit Card
201325,2024-05-12,2024-05-21,Disputed,10434,5427.04,COD
201326,2024-07-04,2024-07-09,Cancelled,10951,6070.87,Credit Card
201327,2024-08-29,2024-09-02,Shipped,10735,1748.29,Bank Transfer
201328,2024-06-26,2024-06-30,Delivered,10896,3372.82,Bank Transfer
201329,2024-06-26,2024-06-29,Disputed,10317,85.56,Credit Card
201330,2024-07-16,2024-07-21,Cancelled,10787,548.19,Invoice
201331,2024-03-04,2024-03-07,In Process,10202,477.9,Bank Transfer
201332,2024-07-02,2024-07-12,Disputed,10307,116.67,Credit Card
201333,2024-09-29,2024-10-01,Disputed,10508,3508.61,Credit Card
201334,2024-09-22,2024-09-26,Delivered,10579,5166.94,Bank Transfer
201335,2024-03-24,2024-04-02,In Process,10461,7005.9,Credit Card
201336,2024-08-15,2024-08-22,Delivered,10798,721.76,COD
201337,2024-02-02,2024-02-12,Shipped,10914,186.88,Bank Transfer
201338,2024-10-12,2024-10-18,Disputed,10039,3480.56,Invoice
201339,2024-10-23,2024-10-31,Disputed,10796,4648.41,COD
201340,2024-03-31,2024-04-03,Cancelled,10941,4863.95,COD
201341,2024-10-23,2024-10-31,Disputed,10289,6842.95,Invoice
201342,2024-04-28,2024-05-03,Cancelled,10024,4786.64,Bank Transfer
201343,2024-04-09,2024-04-18,Delivered,10106,3475.12,COD
201344,2024-06-27,2024-07-02,Delivered,10640,1872.66,Bank Transfer
201345,2024-10-23,2024-10-25,Shipped,10974,884.25,COD
201346,2024-04-19,2024-04-22,Delivered,10041,6081.26,Bank Transfer
201347,2024-05-24,2024-06-03,Cancelled,10155,3090.54,Invoice
201348,2024-01-30,2024-02-06,Disputed,10559,3125.09,
201349,2024-04-21,2024-04-26,Shipped,10402,2373.58,Bank Transfer
201350,2024-02-07,2024-02-13,Delivered,10508,4499.85,COD
201351,2024-02-05,2024-02-14,Shipped,10444,2527.2,Invoice
201352,2024-07-24,2024-07-28,Shipped,10259,282.56,Invoice
201353,2024-04-30,2024-05-02,Delivered,10368,5897.55,Credit Card
201354,2024-05-22,2024-05-28,Delivered,10597,7177.5,Invoice
201355,2024-04-15,2024-04-21,Delivered,10777,6171.59,Invoice
201356,2024-06-04,2024-06-06,Disputed,10963,6927.31,COD
201357,2024-07-13,2024-07-17,Disputed,10455,4263.78,Credit Card
201358,2024-07-18,2024-07-23,Shipped,10691,1803.14,Invoice
201359,2024-07-07,2024-07-13,Shipped,10470,4656.71,Credit Card
201360,2024-03-13,2024-03-21,Cancelled,10533,3928.17,Invoice
201361,2024-06-24,2024-06-28,In Process,10251,3128.94,COD
201362,2024-08-08,2024-08-14,Shipped,10798,7114.94,Credit Card
201363,2024-02-18,2024-02-24,Disputed,10751,2045.9,Invoice
201364,2024-07-25,2024-07-30,Disputed,10660,7233.71,COD
201365,2024-08-02,2024-08-08,Delivered,10097,3826.03,Credit Card
201366,2024-02-07,2024-02-12,Delivered,10639,4138.08,Bank Transfer
201367,2024-05-18,2024-05-26,Delivered,10355,4220.28,Bank Transfer
201368,2024-08-15,2024-08-18,In Process,10196,6938.24,Credit Card
201369,2024-03-02,2024-03-05,Delivered,10434,1131.88,Invoice
201370,2024-09-23,2024-10-03,Disputed,10109,3591.1,Invoice
201371,2024-02-27,2024-03-07,Shipped,10834,3095.89,Invoice
201372,2024-09-21,2024-09-23,Shipped,10696,7370.09,Invoice
201373,2024-05-09,2024-05-16,Cancelled,10408,3052.37,Credit Card
201374,2024-04-15,2024-04-24,Cancelled,10804,4983.48,Credit Card
201375,2024-07-09,2024-07-17,Shipped,10212,2707.68,Credit Card
201376,2024-08-19,2024-08-24,Delivered,10380,7411.0,Bank Transfer
201377,2024-02-02,2024-02-06,Disputed,10984,2068.37,Bank Transfer
201378,2024-09-22,2024-09-27,Cancelled,10176,7309.55,Invoice
201379,2024-02-06,2024-02-15,In Process,10737,5359.73,Invoice
201380,2024-02-22,2024-02-27,Cancelled,10256,6688.59,Credit Card
201381,2024-09-05,2024-09-15,Delivered,10590,952.11,Credit Card
201382,2024-08-30,2024-09-06,In Process,10440,5505.65,Credit Card
201383,2024-10-27,2024-10-31,Cancelled,10246,351.1,Credit Card
201384,2024-10-23,2024-10-29,In Process,10617,91.13,Bank Transfer
201385,2024-05-04,2024-05-10,Shipped,10122,3142.21,Invoice
201386,2024-06-04,2024-06-10,Shipped,10492,4047.09,COD
201387,2024-09-21,2024-10-01,Cancelled,10615,686.83,Bank Transfer
201388,2024-07-16,2024-07-19,Shipped,10271,4512.08,Credit Card
201389,2024-06-18,2024-06-22,Disputed,10155,948.59,Bank Transfer
201390,2024-10-23,2024-11-02,Cancelled,10778,3184.34,Invoice
201391,2024-07-06,2024-07-14,Cancelled,10901,3931.2,Bank Transfer
201392,2024-02-01,2024-02-07,In Process,10851,2477.62,Bank Transfer
201393,2024-02-24,2024-02-27,Disputed,10410,4327.08,Invoice
201394,2024-02-03,2024-02-11,Shipped,10525,2229.6,COD
201395,2024-06-29,2024-07-09,Disputed,10041,2207.41,Bank Transfer
201396,2024-03-29,2024-04-08,Cancelled,10852,6079.65,Invoice
201397,2024-07-20,2024-07-24,Disputed,10341,5661.48,Bank Transfer
201398,2024-09-28,2024-10-04,Cancelled,10812,702.58,Bank Transfer
201399,2024-10-09,2024-10-11,In Process,10695,2316.51,Credit Card
201400,2024-05-13,2024-05-15,Delivered,10940,3028.98,Bank Transfer
201401,2024-06-24,2024-07-03,In Process,10326,2859.17,COD
201402,2024-07-07,2024-07-10,Disputed,10549,7292.89,Invoice
201403,2024-01-26,2024-01-31,In Process,10861,6318.02,Credit Card
201404,2024-08-29,2024-09-04,Cancelled,10202,2901.53,Credit Card
201405,2024-04-05,2024-04-12,Shipped,10648,4346.7,Credit Card
201406,2024-05-04,2024-05-14,Delivered,10436,5990.76,COD
201407,2024-07-01,2024-07-04,Delivered,10960,1051.87,Invoice
201408,2024-08-11,2024-08-18,In Process,10826,5633.28,Credit Card
201409,2024-01-26,2024-02-05,Cancelled,10556,1185.97,Credit Card
201410,2024-03-31,2024-04-03,Disputed,10864,4465.73,Bank Transfer
201411,2024-05-10,2024-05-19,Delivered,10146,6985.8,Invoice
201412,2024-09-22,2024-09-25,In Process,10221,3144.67,Bank Transfer
201413,2024-04-10,2024-04-14,Shipped,10012,428.46,Credit Card
201414,2024-01-08,2024-01-17,Disputed,10833,7107.66,COD
201415,2024-06-15,2024-06-17,Delivered,10287,3024.41,COD
201416,2024-07-25,2024-08-02,Shipped,10495,5939.12,Bank Transfer
201417,2024-04-16,2024-04-24,In Process,10834,3862.62,Invoice
201418,2024-03-24,2024-04-03,Cancelled,10729,2796.23,Credit Card
201419,2024-08-26,2024-09-03,In Process,10941,1405.74,Invoice
201420,2024-03-14,2024-03-23,Cancelled,10846,5399.77,Credit Card
201421,2024-06-22,2024-06-25,Cancelled,10649,247.27,Invoice
201422,2024-05-17,2024-05-25,Cancelled,10702,4438.9,Credit Card
201423,2024-04-22,2024-04-25,Disputed,10928,3746.52,Credit Card
201424,2024-06-07,2024-06-11,Cancelled,10728,835.37,Credit Card
201425,2024-10-17,2024-10-21,Disputed,10244,1194.65,Invoice
201426,2024-08-14,2024-08-21,Disputed,10544,2918.32,Bank Transfer
201427,2024-01-24,2024-01-31,Delivered,10384,5814.83,Invoice
201428,2024-08-15,2024-08-17,Shipped,10110,786.43,Bank Transfer
201429,2024-08-01,2024-08-05,Shipped,10039,815.66,Bank Transfer
201430,2024-03-05,2024-03-09,Shipped,10346,983.23,Credit Card
201431,2024-05-16,2024-05-24,In Process,10246,7286.58,COD
201432,2024-06-29,2024-07-04,In Process,10519,7167.36,Bank Transfer
201433,2024-07-13,2024-07-22,Disputed,10409,4935.42,Invoice
201434,2024-01-18,2024-01-28,Cancelled,10081,3022.61,Bank Transfer
201435,2024-09-18,2024-09-26,In Process,10494,1362.21,COD
201436,2024-08-13,2024-08-20,In Process,10714,1807.83,Invoice
201437,2024-04-25,2024-04-30,Shipped,10369,2773.73,Invoice
201438,2024-06-26,2024-07-05,Cancelled,10846,136.89,COD
201439,2024-03-16,2024-03-25,Disputed,10107,1835.29,Invoice
201440,2024-04-19,2024-04-24,Shipped,10492,1562.74,Bank Transfer
201441,2024-08-22,2024-08-27,Delivered,10708,2161.87,Invoice
201442,2024-02-08,2024-02-13,Cancelled,10616,5514.25,Bank Transfer
201443,2024-06-02,2024-06-07,Cancelled,10500,5084.56,COD
201444,2024-04-01,2024-04-11,Shipped,10323,3130.72,COD
201445,2024-03-07,2024-03-11,In Process,10936,3258.13,Invoice
201446,2024-03-07,2024-03-17,In Process,10602,114.71,Credit Card
201447,2024-05-03,2024-05-12,Delivered,10539,1531.21,Invoice
201448,2024-03-14,2024-03-20,Shipped,10451,3793.86,Credit Card
201449,2024-05-17,2024-05-23,In Process,10550,2687.51,Bank Transfer
201450,2024-07-16,2024-07-20,Delivered,10112,189.49,COD
201451,2024-01-11,2024-01-19,Cancelled,10523,346.47,Invoice
201452,2024-09-30,2024-10-02,In Process,10549,5636.13,Invoice
201453,2024-10-12,2024-10-14,Delivered,10070,1671.79,Bank Transfer
201454,2024-03-26,2024-04-05,Disputed,10476,1175.56,Credit Card
201455,2024-06-04,2024-06-14,In Process,10598,5817.52,Invoice
201456,2024-05-30,2024-06-03,Cancelled,10894,4285.24,COD
201457,2024-01-15,2024-01-17,Delivered,10199,2241.12,COD
201458,2024-10-26,2024-10-29,Cancelled,10518,2391.19,COD
201459,2024-07-19,2024-07-29,Cancelled,10509,2183.61,COD
201460,2024-05-26,2024-06-04,Disputed,10696,5483.31,Invoice
201461,2024-03-10,2024-03-19,Shipped,10623,2653.84,Invoice
201462,2024-05-07,2024-05-09,Disputed,10800,4304.22,Credit Card
201463,2024-10-02,2024-10-11,Delivered,10028,5164.03,Credit Card
201464,2024-03-14,2024-03-19,Disputed,10955,3362.79,Credit Card
201465,2024-02-23,2024-02-29,Cancelled,10414,857.91,Credit Card
201466,2024-09-25,2024-10-03,In Process,10908,6504.89,Invoice
201467,2024-06-10,2024-06-16,Shipped,10838,4130.07,COD
201468,2024-04-09,2024-04-12,Shipped,10069,4069.31,Credit Card
201469,2024-10-04,2024-10-14,Cancelled,10625,3840.96,Bank Transfer
201470,2024-08-12,2024-08-22,In Process,10926,2344.1,Bank Transfer
201471,2024-07-05,2024-07-07,Shipped,10618,5232.54,Invoice
201472,2024-03-31,2024-04-07,Delivered,10268,5438.1,COD
201473,2024-09-28,2024-09-30,In Process,10237,3595.0,Credit Card
201474,2024-02-05,2024-02-15,Shipped,10582,1088.76,Credit Card
201475,2024-09-18,2024-09-25,Cancelled,10339,3717.41,Bank Transfer
201476,2024-08-11,2024-08-17,Cancelled,10554,6605.73,Invoice
201477,2024-03-23,2024-04-01,In Process,10569,4352.08,Invoice
201478,2024-03-12,2024-03-20,Delivered,10433,2721.78,Bank Transfer
201479,2024-06-09,2024-06-13,Cancelled,10315,535.7,Bank Transfer
201480,2024-03-14,2024-03-20,Delivered,10815,1243.64,
201481,2024-09-02,2024-09-12,Disputed,10616,3098.29,Invoice
201482,2024-06-01,2024-06-10,Shipped,10852,2558.57,Bank Transfer
201483,2024-02-08,2024-02-15,Disputed,10024,6593.54,Bank Transfer
201484,2024-06-29,2024-07-04,Delivered,10054,3046.13,Bank Transfer
201485,2024-07-19,2024-07-22,In Process,10744,4846.65,Invoice
201486,2024-10-11,2024-10-15,Disputed,10687,5028.18,Bank Transfer
201487,2024-01-27,2024-02-01,Delivered,10175,1047.58,Bank Transfer
201488,2024-02-04,2024-02-10,In Process,10026,4217.64,Invoice
201489,2024-09-03,2024-09-13,Shipped,10736,4737.25,Bank Transfer
201490,2024-02-25,2024-03-05,Shipped,10260,7461.08,Bank Transfer
201491,2024-06-01,2024-06-09,Delivered,10549,3372.67,Bank Transfer
201492,2024-01-10,2024-01-12,Cancelled,10391,4880.5,Credit Card
201493,2024-01-25,2024-02-03,Cancelled,10951,4657.76,Bank Transfer
201494,2024-05-26,2024-05-30,Cancelled,10569,5208.5,COD
201495,2024-06-16,2024-06-21,Shipped,10440,4743.77,Invoice
201496,2024-07-21,2024-07-31,Delivered,10755,6924.85,COD
201497,2024-06-15,2024-06-24,In Process,10768,2656.36,Bank Transfer
201498,2024-04-06,2024-04-16,Cancelled,10729,1659.13,Invoice
201499,2024-08-20,2024-08-29,Cancelled,10213,7224.48,COD
201500,2024-01-21,2024-01-26,In Process,10642,1797.57,COD
201501,2024-09-24,2024-10-03,Shipped,10162,4453.55,Credit Card
201502,2024-01-08,2024-01-10,Delivered,10075,1931.44,COD
201503,2024-01-02,2024-01-10,Cancelled,10525,2203.53,COD
201504,2024-03-10,2024-03-14,Cancelled,10590,2397.77,Bank Transfer
201505,2024-05-26,2024-05-28,Disputed,10741,3062.8,Bank Transfer
201506,2024-09-24,2024-10-04,Shipped,10921,136.52,Credit Card
201507,2024-01-14,2024-01-21,In Process,10137,1209.43,Invoice
201508,2024-09-27,2024-10-02,Disputed,10080,6268.89,Invoice
201509,2024-09-04,2024-09-09,In Process,10054,6353.06,Bank Transfer
201510,2024-09-23,2024-09-27,Disputed,10020,2998.79,Invoice
201511,2024-03-14,2024-03-23,Disputed,10936,2327.53,Bank Transfer
201512,2024-02-04,2024-02-08,In Process,10847,2470.47,Credit Card
201513,2024-01-13,2024-01-18,Disputed,10029,4280.81,Credit Card
201514,2024-06-13,2024-06-17,Disputed,10798,7252.45,Bank Transfer
201515,2024-02-16,2024-02-22,Shipped,10630,3556.95,Invoice
201516,2024-03-30,2024-04-05,Shipped,10375,5239.94,COD
201517,2024-01-21,2024-01-28,Delivered,10011,1600.66,Invoice
201518,2024-07-21,2024-07-30,Cancelled,10086,6416.98,COD
201519,2024-03-01,2024-03-10,Shipped,10851,1831.57,Credit Card
201520,2024-05-11,2024-05-16,Shipped,10201,808.01,Credit Card
201521,2024-06-21,2024-06-27,Cancelled,10977,3762.96,COD
201522,2024-08-27,2024-09-03,Disputed,10281,5393.35,Credit Card
201523,2024-09-26,2024-09-29,Disputed,10076,7479.95,Bank Transfer
201524,2024-01-03,2024-01-10,In Process,10001,4964.78,COD
201525,2024-07-16,2024-07-18,Disputed,10341,3145.29,Credit Card
201526,2024-03-20,2024-03-24,Delivered,10041,723.75,Credit Card
201527,2024-06-13,2024-06-20,Disputed,10958,6084.03,Invoice
201528,2024-05-27,2024-05-30,Disputed,10620,6279.63,Invoice
201529,2024-03-27,2024-04-01,Cancelled,10234,5652.57,COD
201530,2024-06-14,2024-06-16,Delivered,10724,968.33,Bank Transfer
201531,2024-03-06,2024-03-08,Cancelled,10268,2057.63,Invoice
201532,2024-04-05,2024-04-10,Disputed,10687,3435.07,Invoice
201533,2024-05-25,2024-06-04,In Process,10030,6437.36,Invoice
201534,2024-02-09,2024-02-15,In Process,10886,1980.52,Credit Card
201535,2024-06-03,2024-06-10,Cancelled,10480,2411.93,Invoice
201536,2024-07-07,2024-07-15,Disputed,10124,6304.75,COD
201537,2024-06-18,2024-06-26,Cancelled,10337,6154.11,Bank Transfer
201538,2024-03-12,2024-03-19,Shipped,10401,6074.56,Credit Card
201539,2024-09-21,2024-09-26,Shipped,10453,2719.39,Credit Card
201540,2024-09-01,2024-09-05,Delivered,10936,4896.46,Bank Transfer
201541,2024-04-26,2024-05-03,Cancelled,10049,4219.0,Invoice
201542,2024-01-22,2024-01-30,Disputed,10694,1889.5,Invoice
201543,2024-03-27,2024-04-01,Shipped,10078,6060.32,Credit Card
201544,2024-04-12,2024-04-18,Shipped,10087,1797.56,Invoice
201545,2024-01-02,2024-01-06,Delivered,10929,6446.11,Bank Transfer
201546,2024-01-12,2024-01-20,In Process,10778,6448.9,Bank Transfer
201547,2024-07-29,2024-08-03,Shipped,10130,6495.3,Bank Transfer
201548,2024-04-01,2024-04-10,Delivered,10629,7446.3,COD
201549,2024-09-13,2024-09-15,Delivered,10916,5675.1,Invoice
201550,2024-07-21,2024-07-26,Cancelled,10616,2767.31,Bank Transfer
201551,2024-03-11,2024-03-18,Disputed,10467,4638.67,COD
201552,2024-01-05,2024-01-12,In Process,10843,7372.17,Invoice
201553,2024-04-24,2024-05-01,Cancelled,10753,1116.18,COD
201554,2024-04-01,2024-04-11,Delivered,10720,4173.79,Credit Card
201555,2024-06-11,2024-06-15,Disputed,10670,680.41,Credit Card
201556,2024-07-24,2024-08-01,Disputed,10087,359.55,Credit Card
201557,2024-09-14,2024-09-18,Disputed,10497,3717.34,Credit Card
201558,2024-06-18,2024-06-27,Disputed,10734,2007.89,Invoice
201559,2024-08-20,2024-08-26,Disputed,10878,5530.48,Bank Transfer
201560,2024-09-01,2024-09-07,Delivered,10182,5634.01,Bank Transfer
201561,2024-08-13,2024-08-15,Delivered,10669,3510.89,Invoice
201562,2024-06-12,2024-06-22,Disputed,10259,6354.93,Bank Transfer
201563,2024-01-14,2024-01-20,Cancelled,10852,3095.4,Invoice
201564,2024-04-13,2024-04-23,Delivered,10784,5649.27,
201565,2024-03-28,2024-04-06,Cancelled,10673,3076.53,Invoice
201566,2024-02-05,2024-02-15,Shipped,10076,2423.54,COD
201567,2024-04-17,2024-04-25,Delivered,10435,7136.57,Bank Transfer
201568,2024-02-14,2024-02-21,Shipped,10148,4955.53,COD
201569,2024-03-06,2024-03-10,Disputed,10362,1302.72,COD
201570,2024-08-30,2024-09-02,Cancelled,10890,4515.6,Invoice
201571,2024-05-16,2024-05-26,In Process,10060,684.23,Credit Card
201572,2024-09-01,2024-09-06,Shipped,10569,4862.84,Bank Transfer
201573,2024-10-03,2024-10-09,Shipped,10374,3065.81,Bank Transfer
201574,2024-10-22,2024-10-29,Shipped,10076,1378.17,Bank Transfer
201575,2024-04-17,2024-04-27,Disputed,10516,3195.4,Bank Transfer
201576,2024-10-18,2024-10-22,Shipped,10758,331.24,Bank Transfer
201577,2024-03-26,2024-03-30,Delivered,10785,5815.54,COD
201578,2024-02-17,2024-02-20,Delivered,10118,6693.47,Bank Transfer
201579,2024-04-13,2024-04-19,Cancelled,10644,3092.49,Credit Card
201580,2024-09-01,2024-09-10,Cancelled,10201,869.16,COD
201581,2024-06-27,2024-06-30,Delivered,10511,2790.56,Credit Card
201582,2024-09-06,2024-09-08,Delivered,10143,7455.74,Bank Transfer
201583,2024-01-06,2024-01-12,Delivered,10728,1857.56,COD
201584,2024-02-27,2024-03-04,Delivered,10422,2246.38,COD
201585,2024-01-07,2024-01-17,In Process,10901,5276.06,COD
201586,2024-05-04,2024-05-10,Shipped,10876,3131.58,COD
201587,2024-07-15,2024-07-25,Shipped,10496,6884.69,Bank Transfer
201588,2024-03-11,2024-03-21,Cancelled,10510,4076.37,Credit Card
201589,2024-02-12,2024-02-20,Shipped,10436,3067.45,Credit Card
201590,2024-07-21,2024-07-28,In Process,10859,4533.63,Credit Card
201591,2024-05-26,2024-05-30,Disputed,10592,5007.29,Credit Card
201592,2024-05-14,2024-05-18,Shipped,10167,3010.14,COD
201593,2024-06-10,2024-06-20,Disputed,10606,6857.9,Bank Transfer
201594,2024-05-17,2024-05-19,Disputed,10502,2648.39,COD
201595,2024-05-02,2024-05-09,Disputed,10030,4682.93,COD
201596,2024-01-17,2024-01-27,Shipped,10691,4123.38,COD
201597,2024-06-20,2024-06-26,Delivered,10542,2914.16,COD
201598,2024-01-27,2024-02-03,Shipped,10424,3153.53,Bank Transfer
201599,2024-07-15,2024-07-21,Shipped,10240,3282.22,Invoice
201600,2024-04-20,2024-04-30,Delivered,10669,1595.97,Bank Transfer
201601,2024-02-16,2024-02-25,Shipped,10451,3931.52,Bank Transfer
201602,2024-05-30,2024-06-01,Disputed,10474,157.17,Bank Transfer
201603,2024-05-16,2024-05-24,Shipped,10374,4480.78,Bank Transfer
201604,2024-03-25,2024-04-01,In Process,10124,2476.5,Credit Card
201605,2024-09-24,2024-09-26,Shipped,10344,4917.6,Invoice
201606,2024-07-25,2024-07-31,Cancelled,10327,2597.31,COD
201607,2024-06-17,2024-06-19,In Process,10526,6196.23,COD
201608,2024-09-22,2024-09-24,Shipped,10303,744.21,Bank Transfer
201609,2024-04-26,2024-05-03,In Process,10026,6455.54,Bank Transfer
201610,2024-06-20,2024-06-25,In Process,10704,3274.83,Invoice
201611,2024-05-20,2024-05-28,Shipped,10139,4745.94,Invoice
201612,2024-03-04,2024-03-09,Disputed,10310,1837.36,Credit Card
201613,2024-05-22,2024-05-26,Delivered,10325,2675.68,Bank Transfer
201614,2024-04-25,2024-05-01,In Process,10140,6963.36,COD
201615,2024-01-12,2024-01-16,Cancelled,10500,2977.09,COD
201616,2024-02-02,2024-02-08,Delivered,10889,2963.45,COD
201617,2024-06-30,2024-07-03,Cancelled,10884,4984.53,Bank Transfer
201618,2024-01-10,2024-01-20,Delivered,10923,7474.77,Bank Transfer
201619,2024-04-03,2024-04-09,Shipped,10254,2670.18,Bank Transfer
201620,2024-08-08,2024-08-14,Cancelled,10589,1437.83,COD
201621,2024-08-27,2024-09-03,Disputed,10145,1552.2,COD
201622,2024-07-23,2024-07-30,Shipped,10706,7277.6,Bank Transfer
201623,2024-09-29,2024-10-04,Shipped,10051,3845.25,Credit Card
201624,2024-01-27,2024-02-02,Shipped,10122,2487.32,Invoice
201625,2024-09-22,2024-09-25,Delivered,10842,4431.21,COD
201626,2024-03-06,2024-03-12,Cancelled,10313,5639.5,Credit Card
201627,2024-10-22,2024-10-27,Delivered,10293,5700.83,Invoice
201628,2024-09-21,2024-09-23,Shipped,10849,5702.58,Invoice
201629,2024-02-04,2024-02-06,Disputed,10447,3308.87,COD
201630,2024-06-11,2024-06-18,Disputed,10621,951.17,COD
201631,2024-04-22,2024-04-26,In Process,10166,2929.64,Invoice
201632,2024-03-03,2024-03-10,Disputed,10907,4156.75,Invoice
201633,2024-07-13,2024-07-23,Disputed,10700,5826.18,Credit Card
201634,2024-01-09,2024-01-19,Shipped,10579,6313.21,COD
201635,2024-04-23,2024-04-25,Disputed,10697,3427.21,Invoice
201636,2024-08-13,2024-08-23,Delivered,10969,4098.21,Credit Card
201637,2024-06-25,2024-06-29,Delivered,10299,3646.11,Invoice
201638,2024-02-14,2024-02-18,In Process,10770,524.3,Invoice
201639,2024-05-30,2024-06-01,Cancelled,10422,4626.41,Credit Card
201640,2024-07-02,2024-07-04,Shipped,10132,3711.85,Invoice
201641,2024-04-05,2024-04-08,Disputed,10689,7229.53,Credit Card
201642,2024-03-26,2024-04-02,In Process,10095,4598.46,COD
201643,2024-03-26,2024-04-01,Delivered,10660,1765.08,COD
201644,2024-01-07,2024-01-14,Cancelled,10697,3095.5,COD
201645,2024-07-24,2024-07-30,Disputed,10729,339.0,COD
201646,2024-10-15,2024-10-20,Shipped,10203,6216.78,Invoice
201647,2024-03-22,2024-03-25,Cancelled,10599,4720.24,Invoice
201648,2024-08-16,2024-08-24,Cancelled,10388,6641.36,Invoice
201649,2024-04-30,2024-05-05,Delivered,10943,2912.04,Invoice
201650,2024-06-13,2024-06-15,In Process,10243,6841.15,Bank Transfer
201651,2024-08-14,2024-08-24,Disputed,10122,868.22,COD
201652,2024-04-01,2024-04-11,In Process,10337,5309.02,COD
201653,2024-06-21,2024-06-27,Cancelled,10557,6347.86,Bank Transfer
201654,2024-06-13,2024-06-23,Shipped,10718,4257.48,COD
201655,2024-01-21,2024-01-28,Disputed,10588,6587.47,COD
201656,2024-07-31,2024-08-02,Shipped,10954,4721.38,Invoice
201657,2024-09-09,2024-09-19,Disputed,10230,794.88,
201658,2024-08-18,2024-08-22,Cancelled,10688,3411.88,Invoice
