ip,timestamp,method,endpoint,status,response_time_ms,parsed_timestamp
192.168.1.9,11/Nov/2025:01:20:11 +0000,POST,/error_page,200,287,2025-11-11 02:20:11
192.168.1.14,10/Nov/2025:20:39:48 +0000,GET,/images/logo.png,200,323,2025-11-10 21:39:48
192.168.1.11,02/Nov/2025:22:06:31 +0000,GET,/checkout,503,489,2025-11-02 23:06:31
192.168.1.13,06/Nov/2025:04:40:36 +0000,DELETE,/products,200,972,2025-11-06 05:40:36
192.168.1.10,18/Nov/2025:20:31:49 +0000,DELETE,/images/logo.png,500,1035,2025-11-18 21:31:49
192.168.1.6,19/Nov/2025:19:41:26 +0000,DELETE,/products,200,1054,2025-11-19 20:41:26
192.168.1.5,17/Nov/2025:10:26:23 +0000,POST,/api/data,200,1874,2025-11-17 11:26:23
192.168.1.18,15/Nov/2025:21:56:13 +0000,POST,/search?q=spark,500,1656,2025-11-15 22:56:13
192.168.1.3,15/Nov/2025:10:42:43 +0000,POST,/home,200,713,2025-11-15 11:42:43
192.168.1.17,08/Nov/2025:17:56:43 +0000,POST,/home,500,385,2025-11-08 18:56:43
192.168.1.18,17/Nov/2025:15:49:34 +0000,GET,/search?q=spark,404,338,2025-11-17 16:49:34
192.168.1.16,02/Nov/2025:08:02:01 +0000,DELETE,/error_page,200,494,2025-11-02 09:02:01
192.168.1.18,14/Nov/2025:12:34:39 +0000,PUT,/api/data,200,628,2025-11-14 13:34:39
192.168.1.15,06/Nov/2025:07:23:18 +0000,DELETE,/error_page,304,646,2025-11-06 08:23:18
192.168.1.15,03/Nov/2025:16:08:24 +0000,PUT,/error_page,500,1450,2025-11-03 17:08:24
192.168.1.7,09/Nov/2025:23:30:42 +0000,PUT,/cart,503,275,2025-11-10 00:30:42
192.168.1.4,17/Nov/2025:00:24:32 +0000,DELETE,/home,200,661,2025-11-17 01:24:32
192.168.1.8,07/Nov/2025:14:45:37 +0000,GET,/api/data,500,1069,2025-11-07 15:45:37
192.168.1.4,09/Nov/2025:00:50:25 +0000,GET,/images/logo.png,200,1102,2025-11-09 01:50:25
192.168.1.19,01/Nov/2025:00:18:39 +0000,PUT,/products,304,1610,2025-11-01 01:18:39
192.168.1.15,15/Nov/2025:19:26:31 +0000,GET,/checkout,503,176,2025-11-15 20:26:31
192.168.1.1,02/Nov/2025:05:15:26 +0000,POST,/search?q=spark,200,1107,2025-11-02 06:15:26
192.168.1.9,16/Nov/2025:03:47:33 +0000,GET,/checkout,404,382,2025-11-16 04:47:33
192.168.1.18,12/Nov/2025:17:40:29 +0000,POST,/error_page,404,1073,2025-11-12 18:40:29
192.168.1.16,13/Nov/2025:10:26:37 +0000,POST,/api/data,200,1371,2025-11-13 11:26:37
192.168.1.8,07/Nov/2025:19:47:42 +0000,GET,/api/data,304,1012,2025-11-07 20:47:42
192.168.1.11,17/Nov/2025:20:58:29 +0000,GET,/products,304,1444,2025-11-17 21:58:29
192.168.1.12,04/Nov/2025:22:09:20 +0000,PUT,/error_page,200,1349,2025-11-04 23:09:20
192.168.1.13,13/Nov/2025:06:10:10 +0000,GET,/products,503,1802,2025-11-13 07:10:10
192.168.1.4,19/Nov/2025:02:02:05 +0000,PUT,/search?q=spark,200,1726,2025-11-19 03:02:05
192.168.1.2,19/Nov/2025:21:20:08 +0000,GET,/home,404,819,2025-11-19 22:20:08
192.168.1.7,11/Nov/2025:23:28:35 +0000,DELETE,/products,304,418,2025-11-12 00:28:35
192.168.1.9,10/Nov/2025:20:00:44 +0000,POST,/home,200,811,2025-11-10 21:00:44
192.168.1.16,19/Nov/2025:13:39:34 +0000,DELETE,/products,503,1471,2025-11-19 14:39:34
192.168.1.18,15/Nov/2025:00:23:10 +0000,GET,/checkout,404,429,2025-11-15 01:23:10
192.168.1.3,13/Nov/2025:01:33:41 +0000,GET,/images/logo.png,503,1300,2025-11-13 02:33:41
192.168.1.18,04/Nov/2025:01:12:41 +0000,PUT,/cart,200,250,2025-11-04 02:12:41
192.168.1.6,15/Nov/2025:13:53:36 +0000,GET,/products,404,954,2025-11-15 14:53:36
192.168.1.5,13/Nov/2025:12:14:49 +0000,PUT,/products,304,449,2025-11-13 13:14:49
192.168.1.1,14/Nov/2025:17:27:50 +0000,POST,/error_page,200,545,2025-11-14 18:27:50
192.168.1.10,12/Nov/2025:06:15:28 +0000,PUT,/checkout,304,383,2025-11-12 07:15:28
192.168.1.7,10/Nov/2025:05:12:02 +0000,PUT,/api/data,304,500,2025-11-10 06:12:02
192.168.1.16,16/Nov/2025:02:07:27 +0000,DELETE,/checkout,500,1173,2025-11-16 03:07:27
192.168.1.17,08/Nov/2025:00:18:09 +0000,GET,/cart,503,1442,2025-11-08 01:18:09
192.168.1.6,02/Nov/2025:22:21:57 +0000,PUT,/cart,304,1579,2025-11-02 23:21:57
192.168.1.13,20/Nov/2025:02:17:27 +0000,PUT,/error_page,503,457,2025-11-20 03:17:27
192.168.1.7,12/Nov/2025:19:52:22 +0000,PUT,/api/data,503,260,2025-11-12 20:52:22
192.168.1.9,09/Nov/2025:13:00:59 +0000,DELETE,/products/123,304,591,2025-11-09 14:00:59
192.168.1.18,14/Nov/2025:12:25:02 +0000,GET,/error_page,304,1569,2025-11-14 13:25:02
192.168.1.4,10/Nov/2025:17:10:10 +0000,GET,/search?q=spark,503,1772,2025-11-10 18:10:10
192.168.1.10,04/Nov/2025:14:03:35 +0000,GET,/products,200,1550,2025-11-04 15:03:35
192.168.1.3,15/Nov/2025:01:15:57 +0000,POST,/products/123,200,1798,2025-11-15 02:15:57
192.168.1.7,15/Nov/2025:16:11:43 +0000,PUT,/products,200,1636,2025-11-15 17:11:43
192.168.1.7,14/Nov/2025:01:59:16 +0000,POST,/error_page,200,898,2025-11-14 02:59:16
192.168.1.7,07/Nov/2025:12:20:56 +0000,DELETE,/products,503,1828,2025-11-07 13:20:56
192.168.1.18,12/Nov/2025:01:15:09 +0000,DELETE,/search?q=spark,503,585,2025-11-12 02:15:09
192.168.1.1,14/Nov/2025:19:16:58 +0000,GET,/cart,500,447,2025-11-14 20:16:58
192.168.1.9,11/Nov/2025:01:35:03 +0000,PUT,/home,200,1077,2025-11-11 02:35:03
192.168.1.12,09/Nov/2025:14:36:23 +0000,DELETE,/api/data,200,900,2025-11-09 15:36:23
192.168.1.5,08/Nov/2025:13:43:53 +0000,PUT,/cart,304,108,2025-11-08 14:43:53
192.168.1.2,17/Nov/2025:00:04:31 +0000,POST,/error_page,304,88,2025-11-17 01:04:31
192.168.1.12,06/Nov/2025:13:13:02 +0000,POST,/api/data,500,361,2025-11-06 14:13:02
192.168.1.7,02/Nov/2025:19:06:15 +0000,PUT,/images/logo.png,200,58,2025-11-02 20:06:15
192.168.1.7,05/Nov/2025:15:55:50 +0000,GET,/search?q=spark,200,1591,2025-11-05 16:55:50
192.168.1.19,14/Nov/2025:08:41:04 +0000,PUT,/home,200,1970,2025-11-14 09:41:04
192.168.1.4,04/Nov/2025:23:52:17 +0000,GET,/products,500,54,2025-11-05 00:52:17
192.168.1.9,14/Nov/2025:20:10:47 +0000,GET,/images/logo.png,200,16,2025-11-14 21:10:47
192.168.1.3,17/Nov/2025:09:32:31 +0000,PUT,/home,200,1897,2025-11-17 10:32:31
192.168.1.19,20/Nov/2025:17:02:42 +0000,GET,/home,404,495,2025-11-20 18:02:42
192.168.1.6,05/Nov/2025:15:44:09 +0000,POST,/products/123,200,351,2025-11-05 16:44:09
192.168.1.12,09/Nov/2025:19:42:03 +0000,GET,/products/123,200,617,2025-11-09 20:42:03
192.168.1.1,18/Nov/2025:08:56:22 +0000,PUT,/cart,200,406,2025-11-18 09:56:22
192.168.1.14,20/Nov/2025:01:05:29 +0000,PUT,/search?q=spark,503,473,2025-11-20 02:05:29
192.168.1.12,12/Nov/2025:14:08:52 +0000,GET,/products/123,304,1379,2025-11-12 15:08:52
192.168.1.12,03/Nov/2025:12:02:03 +0000,DELETE,/home,200,124,2025-11-03 13:02:03
192.168.1.6,05/Nov/2025:13:22:16 +0000,DELETE,/api/data,200,548,2025-11-05 14:22:16
192.168.1.15,16/Nov/2025:17:45:51 +0000,POST,/checkout,404,438,2025-11-16 18:45:51
192.168.1.18,20/Nov/2025:01:10:31 +0000,GET,/images/logo.png,503,437,2025-11-20 02:10:31
192.168.1.14,07/Nov/2025:09:25:44 +0000,PUT,/search?q=spark,200,1199,2025-11-07 10:25:44
192.168.1.3,04/Nov/2025:15:19:24 +0000,DELETE,/error_page,200,399,2025-11-04 16:19:24
192.168.1.5,08/Nov/2025:18:28:58 +0000,GET,/error_page,200,1809,2025-11-08 19:28:58
192.168.1.8,01/Nov/2025:04:16:34 +0000,DELETE,/products,503,364,2025-11-01 05:16:34
192.168.1.5,19/Nov/2025:02:31:46 +0000,DELETE,/search?q=spark,503,1387,2025-11-19 03:31:46
192.168.1.4,18/Nov/2025:18:32:32 +0000,GET,/error_page,404,1799,2025-11-18 19:32:32
192.168.1.15,02/Nov/2025:15:32:16 +0000,PUT,/checkout,503,1648,2025-11-02 16:32:16
192.168.1.12,17/Nov/2025:00:17:37 +0000,POST,/products/123,200,781,2025-11-17 01:17:37
192.168.1.6,04/Nov/2025:10:51:20 +0000,POST,/search?q=spark,500,422,2025-11-04 11:51:20
192.168.1.3,02/Nov/2025:10:45:09 +0000,GET,/checkout,503,331,2025-11-02 11:45:09
192.168.1.1,13/Nov/2025:09:29:49 +0000,PUT,/error_page,200,525,2025-11-13 10:29:49
192.168.1.18,09/Nov/2025:20:04:54 +0000,PUT,/products/123,200,331,2025-11-09 21:04:54
192.168.1.6,09/Nov/2025:16:45:18 +0000,DELETE,/checkout,200,829,2025-11-09 17:45:18
192.168.1.5,07/Nov/2025:06:26:04 +0000,PUT,/home,500,454,2025-11-07 07:26:04
192.168.1.7,15/Nov/2025:00:23:44 +0000,GET,/error_page,503,1726,2025-11-15 01:23:44
192.168.1.14,16/Nov/2025:16:13:35 +0000,POST,/api/data,304,1885,2025-11-16 17:13:35
192.168.1.8,15/Nov/2025:20:42:07 +0000,POST,/error_page,200,107,2025-11-15 21:42:07
192.168.1.18,01/Nov/2025:11:52:54 +0000,GET,/checkout,200,1872,2025-11-01 12:52:54
192.168.1.6,10/Nov/2025:06:02:19 +0000,POST,/home,200,1554,2025-11-10 07:02:19
192.168.1.6,01/Nov/2025:03:55:04 +0000,DELETE,/images/logo.png,503,1222,2025-11-01 04:55:04
192.168.1.15,20/Nov/2025:04:26:22 +0000,POST,/products/123,200,911,2025-11-20 05:26:22
192.168.1.9,10/Nov/2025:16:27:27 +0000,DELETE,/error_page,503,979,2025-11-10 17:27:27
192.168.1.13,17/Nov/2025:17:14:27 +0000,GET,/search?q=spark,200,1813,2025-11-17 18:14:27
192.168.1.19,07/Nov/2025:16:26:53 +0000,GET,/home,404,1739,2025-11-07 17:26:53
192.168.1.10,08/Nov/2025:18:02:21 +0000,PUT,/search?q=spark,200,618,2025-11-08 19:02:21
192.168.1.3,14/Nov/2025:00:49:04 +0000,GET,/cart,404,573,2025-11-14 01:49:04
192.168.1.18,08/Nov/2025:10:14:07 +0000,PUT,/home,200,794,2025-11-08 11:14:07
192.168.1.19,03/Nov/2025:04:18:51 +0000,GET,/search?q=spark,404,417,2025-11-03 05:18:51
192.168.1.15,03/Nov/2025:22:48:21 +0000,POST,/checkout,503,15,2025-11-03 23:48:21
192.168.1.15,05/Nov/2025:23:07:25 +0000,DELETE,/products/123,200,1682,2025-11-06 00:07:25
192.168.1.12,11/Nov/2025:03:14:29 +0000,PUT,/checkout,500,278,2025-11-11 04:14:29
192.168.1.11,14/Nov/2025:02:21:43 +0000,GET,/error_page,503,332,2025-11-14 03:21:43
192.168.1.9,09/Nov/2025:09:43:40 +0000,DELETE,/home,200,1558,2025-11-09 10:43:40
192.168.1.16,11/Nov/2025:13:05:00 +0000,GET,/images/logo.png,500,1449,2025-11-11 14:05:00
192.168.1.11,13/Nov/2025:18:20:59 +0000,DELETE,/search?q=spark,304,488,2025-11-13 19:20:59
192.168.1.3,14/Nov/2025:03:53:40 +0000,GET,/checkout,500,754,2025-11-14 04:53:40
192.168.1.19,05/Nov/2025:12:16:07 +0000,GET,/products,200,368,2025-11-05 13:16:07
192.168.1.2,10/Nov/2025:06:25:15 +0000,PUT,/search?q=spark,200,382,2025-11-10 07:25:15
192.168.1.17,13/Nov/2025:01:26:29 +0000,PUT,/cart,200,813,2025-11-13 02:26:29
192.168.1.11,07/Nov/2025:14:27:28 +0000,PUT,/products,503,1703,2025-11-07 15:27:28
192.168.1.8,11/Nov/2025:09:18:03 +0000,PUT,/products/123,500,203,2025-11-11 10:18:03
192.168.1.5,02/Nov/2025:03:51:02 +0000,DELETE,/home,404,225,2025-11-02 04:51:02
192.168.1.2,03/Nov/2025:00:05:27 +0000,DELETE,/home,503,516,2025-11-03 01:05:27
192.168.1.1,06/Nov/2025:23:37:53 +0000,POST,/error_page,500,341,2025-11-07 00:37:53
192.168.1.11,01/Nov/2025:01:27:07 +0000,GET,/images/logo.png,200,657,2025-11-01 02:27:07
192.168.1.9,03/Nov/2025:15:31:23 +0000,DELETE,/home,404,16,2025-11-03 16:31:23
192.168.1.10,11/Nov/2025:08:34:05 +0000,GET,/cart,304,38,2025-11-11 09:34:05
192.168.1.9,10/Nov/2025:04:27:53 +0000,DELETE,/checkout,500,537,2025-11-10 05:27:53
192.168.1.15,13/Nov/2025:16:22:52 +0000,DELETE,/search?q=spark,503,1044,2025-11-13 17:22:52
192.168.1.8,07/Nov/2025:16:37:04 +0000,GET,/cart,404,1101,2025-11-07 17:37:04
192.168.1.9,10/Nov/2025:16:04:33 +0000,POST,/api/data,500,1512,2025-11-10 17:04:33
192.168.1.5,06/Nov/2025:23:40:57 +0000,POST,/search?q=spark,503,437,2025-11-07 00:40:57
192.168.1.11,16/Nov/2025:18:43:06 +0000,PUT,/home,200,954,2025-11-16 19:43:06
192.168.1.17,11/Nov/2025:16:17:11 +0000,GET,/home,200,1519,2025-11-11 17:17:11
192.168.1.14,19/Nov/2025:15:01:46 +0000,GET,/products,200,1971,2025-11-19 16:01:46
192.168.1.4,12/Nov/2025:23:03:44 +0000,PUT,/products/123,200,1518,2025-11-13 00:03:44
192.168.1.16,02/Nov/2025:21:05:27 +0000,DELETE,/error_page,200,549,2025-11-02 22:05:27
192.168.1.19,03/Nov/2025:20:07:52 +0000,POST,/products/123,500,442,2025-11-03 21:07:52
192.168.1.19,02/Nov/2025:05:56:02 +0000,DELETE,/api/data,200,307,2025-11-02 06:56:02
192.168.1.13,04/Nov/2025:16:12:43 +0000,DELETE,/products/123,304,1506,2025-11-04 17:12:43
192.168.1.13,06/Nov/2025:16:35:34 +0000,GET,/cart,304,974,2025-11-06 17:35:34
192.168.1.16,10/Nov/2025:20:33:00 +0000,PUT,/products/123,304,199,2025-11-10 21:33:00
192.168.1.17,19/Nov/2025:08:14:41 +0000,POST,/images/logo.png,404,177,2025-11-19 09:14:41
192.168.1.17,04/Nov/2025:11:33:06 +0000,GET,/checkout,503,1031,2025-11-04 12:33:06
192.168.1.16,05/Nov/2025:03:32:03 +0000,GET,/error_page,200,1756,2025-11-05 04:32:03
192.168.1.11,06/Nov/2025:11:18:59 +0000,DELETE,/search?q=spark,200,107,2025-11-06 12:18:59
192.168.1.12,16/Nov/2025:18:43:24 +0000,DELETE,/search?q=spark,200,1191,2025-11-16 19:43:24
192.168.1.8,13/Nov/2025:07:18:47 +0000,PUT,/error_page,500,92,2025-11-13 08:18:47
192.168.1.12,14/Nov/2025:09:44:45 +0000,POST,/checkout,200,711,2025-11-14 10:44:45
192.168.1.14,11/Nov/2025:00:52:23 +0000,DELETE,/cart,500,692,2025-11-11 01:52:23
192.168.1.2,17/Nov/2025:19:54:21 +0000,PUT,/api/data,503,582,2025-11-17 20:54:21
192.168.1.3,20/Nov/2025:16:24:26 +0000,PUT,/products,304,1882,2025-11-20 17:24:26
192.168.1.16,06/Nov/2025:03:09:32 +0000,DELETE,/products,304,343,2025-11-06 04:09:32
192.168.1.5,13/Nov/2025:22:07:51 +0000,DELETE,/checkout,200,304,2025-11-13 23:07:51
192.168.1.2,07/Nov/2025:12:43:03 +0000,GET,/products/123,500,172,2025-11-07 13:43:03
192.168.1.1,10/Nov/2025:17:59:16 +0000,GET,/api/data,200,1485,2025-11-10 18:59:16
192.168.1.10,02/Nov/2025:04:34:12 +0000,DELETE,/products/123,304,1490,2025-11-02 05:34:12
192.168.1.9,20/Nov/2025:04:26:25 +0000,PUT,/api/data,200,918,2025-11-20 05:26:25
192.168.1.18,04/Nov/2025:23:51:11 +0000,PUT,/search?q=spark,304,1589,2025-11-05 00:51:11
192.168.1.16,20/Nov/2025:12:28:42 +0000,POST,/error_page,200,1608,2025-11-20 13:28:42
192.168.1.11,12/Nov/2025:05:29:30 +0000,PUT,/checkout,404,410,2025-11-12 06:29:30
192.168.1.19,10/Nov/2025:09:35:34 +0000,GET,/home,200,1078,2025-11-10 10:35:34
192.168.1.2,20/Nov/2025:17:10:14 +0000,DELETE,/products/123,200,1292,2025-11-20 18:10:14
192.168.1.6,20/Nov/2025:13:35:58 +0000,DELETE,/checkout,503,1163,2025-11-20 14:35:58
192.168.1.4,08/Nov/2025:14:54:07 +0000,PUT,/cart,304,312,2025-11-08 15:54:07
192.168.1.10,14/Nov/2025:10:11:33 +0000,PUT,/search?q=spark,304,1763,2025-11-14 11:11:33
192.168.1.4,17/Nov/2025:06:28:10 +0000,GET,/images/logo.png,304,1577,2025-11-17 07:28:10
192.168.1.2,13/Nov/2025:14:51:11 +0000,GET,/products,503,958,2025-11-13 15:51:11
192.168.1.13,02/Nov/2025:21:09:14 +0000,PUT,/products/123,304,1627,2025-11-02 22:09:14
192.168.1.12,01/Nov/2025:00:11:25 +0000,POST,/checkout,404,987,2025-11-01 01:11:25
192.168.1.14,17/Nov/2025:06:07:29 +0000,DELETE,/images/logo.png,404,1965,2025-11-17 07:07:29
192.168.1.4,01/Nov/2025:11:56:21 +0000,PUT,/products/123,503,543,2025-11-01 12:56:21
192.168.1.7,11/Nov/2025:22:45:09 +0000,GET,/products,304,685,2025-11-11 23:45:09
192.168.1.13,06/Nov/2025:01:26:19 +0000,GET,/cart,200,1229,2025-11-06 02:26:19
192.168.1.7,08/Nov/2025:12:00:49 +0000,DELETE,/api/data,304,405,2025-11-08 13:00:49
192.168.1.2,04/Nov/2025:06:14:35 +0000,DELETE,/cart,500,1622,2025-11-04 07:14:35
192.168.1.3,20/Nov/2025:02:14:26 +0000,GET,/error_page,200,212,2025-11-20 03:14:26
192.168.1.11,02/Nov/2025:03:58:12 +0000,GET,/error_page,503,137,2025-11-02 04:58:12
192.168.1.16,08/Nov/2025:15:35:22 +0000,POST,/products/123,404,550,2025-11-08 16:35:22
192.168.1.2,06/Nov/2025:07:11:10 +0000,POST,/search?q=spark,503,1629,2025-11-06 08:11:10
192.168.1.13,11/Nov/2025:15:07:09 +0000,POST,/checkout,503,1903,2025-11-11 16:07:09
192.168.1.11,07/Nov/2025:08:49:22 +0000,PUT,/home,503,247,2025-11-07 09:49:22
192.168.1.4,17/Nov/2025:02:18:08 +0000,PUT,/api/data,200,221,2025-11-17 03:18:08
192.168.1.3,01/Nov/2025:12:16:59 +0000,PUT,/search?q=spark,304,1587,2025-11-01 13:16:59
192.168.1.13,02/Nov/2025:20:52:47 +0000,POST,/search?q=spark,304,380,2025-11-02 21:52:47
192.168.1.7,20/Nov/2025:16:04:59 +0000,DELETE,/checkout,500,362,2025-11-20 17:04:59
192.168.1.18,05/Nov/2025:06:10:24 +0000,GET,/products,404,711,2025-11-05 07:10:24
192.168.1.13,14/Nov/2025:21:52:05 +0000,GET,/cart,304,431,2025-11-14 22:52:05
192.168.1.16,12/Nov/2025:22:57:26 +0000,PUT,/cart,200,1378,2025-11-12 23:57:26
192.168.1.7,07/Nov/2025:16:03:46 +0000,PUT,/products/123,200,1680,2025-11-07 17:03:46
192.168.1.16,02/Nov/2025:07:11:49 +0000,GET,/images/logo.png,200,1780,2025-11-02 08:11:49
192.168.1.19,07/Nov/2025:06:01:13 +0000,GET,/products,503,412,2025-11-07 07:01:13
192.168.1.19,15/Nov/2025:18:29:54 +0000,PUT,/checkout,200,1794,2025-11-15 19:29:54
192.168.1.18,18/Nov/2025:22:13:58 +0000,DELETE,/search?q=spark,404,660,2025-11-18 23:13:58
192.168.1.11,01/Nov/2025:04:12:55 +0000,PUT,/search?q=spark,500,1714,2025-11-01 05:12:55
192.168.1.18,20/Nov/2025:00:28:20 +0000,GET,/api/data,304,953,2025-11-20 01:28:20
192.168.1.4,06/Nov/2025:18:56:11 +0000,GET,/api/data,200,694,2025-11-06 19:56:11
192.168.1.15,11/Nov/2025:16:38:22 +0000,GET,/images/logo.png,404,1346,2025-11-11 17:38:22
192.168.1.6,13/Nov/2025:02:16:24 +0000,PUT,/search?q=spark,200,1509,2025-11-13 03:16:24
192.168.1.5,01/Nov/2025:01:37:26 +0000,PUT,/search?q=spark,304,1445,2025-11-01 02:37:26
192.168.1.13,06/Nov/2025:06:47:36 +0000,DELETE,/products/123,200,1538,2025-11-06 07:47:36
192.168.1.13,13/Nov/2025:14:38:14 +0000,POST,/products/123,503,1277,2025-11-13 15:38:14
192.168.1.10,03/Nov/2025:17:30:00 +0000,POST,/checkout,200,67,2025-11-03 18:30:00
192.168.1.19,10/Nov/2025:08:25:58 +0000,DELETE,/api/data,500,1715,2025-11-10 09:25:58
192.168.1.19,13/Nov/2025:13:47:03 +0000,PUT,/error_page,200,693,2025-11-13 14:47:03
192.168.1.2,19/Nov/2025:12:36:57 +0000,PUT,/products/123,503,1354,2025-11-19 13:36:57
192.168.1.18,11/Nov/2025:04:57:46 +0000,DELETE,/images/logo.png,200,266,2025-11-11 05:57:46
192.168.1.6,01/Nov/2025:21:16:15 +0000,DELETE,/images/logo.png,500,1891,2025-11-01 22:16:15
192.168.1.14,04/Nov/2025:22:50:28 +0000,DELETE,/products/123,500,1458,2025-11-04 23:50:28
192.168.1.14,19/Nov/2025:00:04:26 +0000,POST,/error_page,500,83,2025-11-19 01:04:26
192.168.1.5,01/Nov/2025:13:20:11 +0000,DELETE,/products,304,1511,2025-11-01 14:20:11
192.168.1.4,11/Nov/2025:01:40:04 +0000,DELETE,/search?q=spark,200,1550,2025-11-11 02:40:04
192.168.1.13,15/Nov/2025:16:56:13 +0000,POST,/products,200,1987,2025-11-15 17:56:13
192.168.1.10,18/Nov/2025:06:17:28 +0000,GET,/images/logo.png,200,1272,2025-11-18 07:17:28
192.168.1.6,09/Nov/2025:14:59:08 +0000,GET,/products/123,500,1115,2025-11-09 15:59:08
192.168.1.15,07/Nov/2025:05:25:57 +0000,GET,/home,500,981,2025-11-07 06:25:57
192.168.1.5,20/Nov/2025:12:09:06 +0000,PUT,/home,503,1405,2025-11-20 13:09:06
192.168.1.9,14/Nov/2025:01:32:36 +0000,PUT,/checkout,200,690,2025-11-14 02:32:36
192.168.1.3,13/Nov/2025:16:22:50 +0000,POST,/images/logo.png,200,303,2025-11-13 17:22:50
192.168.1.12,02/Nov/2025:12:38:07 +0000,POST,/products,200,1926,2025-11-02 13:38:07
192.168.1.10,09/Nov/2025:06:25:33 +0000,DELETE,/search?q=spark,200,1645,2025-11-09 07:25:33
192.168.1.15,07/Nov/2025:21:59:05 +0000,POST,/cart,304,683,2025-11-07 22:59:05
192.168.1.12,03/Nov/2025:09:34:14 +0000,PUT,/cart,404,104,2025-11-03 10:34:14
192.168.1.6,05/Nov/2025:20:58:29 +0000,PUT,/checkout,200,887,2025-11-05 21:58:29
192.168.1.6,04/Nov/2025:18:06:34 +0000,GET,/cart,200,189,2025-11-04 19:06:34
192.168.1.11,12/Nov/2025:23:50:33 +0000,DELETE,/products,304,1678,2025-11-13 00:50:33
192.168.1.9,09/Nov/2025:08:31:38 +0000,POST,/home,200,636,2025-11-09 09:31:38
192.168.1.2,06/Nov/2025:03:39:39 +0000,PUT,/checkout,404,1062,2025-11-06 04:39:39
192.168.1.1,03/Nov/2025:17:47:25 +0000,PUT,/api/data,304,534,2025-11-03 18:47:25
192.168.1.19,07/Nov/2025:13:06:33 +0000,PUT,/products/123,503,1899,2025-11-07 14:06:33
192.168.1.13,04/Nov/2025:21:39:34 +0000,PUT,/error_page,200,1616,2025-11-04 22:39:34
192.168.1.16,13/Nov/2025:07:00:21 +0000,DELETE,/checkout,503,131,2025-11-13 08:00:21
192.168.1.11,10/Nov/2025:14:06:44 +0000,PUT,/cart,500,1549,2025-11-10 15:06:44
192.168.1.18,20/Nov/2025:22:01:26 +0000,POST,/home,304,355,2025-11-20 23:01:26
192.168.1.14,19/Nov/2025:11:12:27 +0000,PUT,/cart,503,1627,2025-11-19 12:12:27
192.168.1.8,10/Nov/2025:23:39:10 +0000,PUT,/api/data,500,783,2025-11-11 00:39:10
192.168.1.17,05/Nov/2025:22:48:48 +0000,GET,/cart,200,207,2025-11-05 23:48:48
192.168.1.10,18/Nov/2025:01:46:52 +0000,DELETE,/home,503,861,2025-11-18 02:46:52
192.168.1.17,03/Nov/2025:05:44:05 +0000,DELETE,/cart,404,137,2025-11-03 06:44:05
192.168.1.15,04/Nov/2025:22:01:28 +0000,DELETE,/error_page,304,765,2025-11-04 23:01:28
192.168.1.10,02/Nov/2025:13:01:40 +0000,GET,/api/data,200,1935,2025-11-02 14:01:40
192.168.1.4,18/Nov/2025:03:08:02 +0000,GET,/cart,200,254,2025-11-18 04:08:02
192.168.1.13,05/Nov/2025:16:22:47 +0000,GET,/api/data,500,268,2025-11-05 17:22:47
192.168.1.1,06/Nov/2025:06:53:01 +0000,PUT,/search?q=spark,404,238,2025-11-06 07:53:01
192.168.1.5,06/Nov/2025:01:46:51 +0000,POST,/images/logo.png,304,487,2025-11-06 02:46:51
192.168.1.16,13/Nov/2025:11:27:47 +0000,POST,/images/logo.png,404,798,2025-11-13 12:27:47
192.168.1.7,19/Nov/2025:22:53:03 +0000,DELETE,/checkout,200,132,2025-11-19 23:53:03
192.168.1.3,12/Nov/2025:02:08:43 +0000,POST,/search?q=spark,200,1297,2025-11-12 03:08:43
192.168.1.5,15/Nov/2025:03:10:44 +0000,POST,/images/logo.png,200,160,2025-11-15 04:10:44
192.168.1.14,13/Nov/2025:18:07:11 +0000,POST,/cart,200,1655,2025-11-13 19:07:11
192.168.1.7,07/Nov/2025:16:20:58 +0000,GET,/api/data,200,366,2025-11-07 17:20:58
192.168.1.14,10/Nov/2025:20:53:45 +0000,POST,/api/data,200,524,2025-11-10 21:53:45
192.168.1.18,09/Nov/2025:20:28:08 +0000,DELETE,/checkout,404,1084,2025-11-09 21:28:08
192.168.1.4,11/Nov/2025:01:54:05 +0000,POST,/cart,200,944,2025-11-11 02:54:05
192.168.1.12,14/Nov/2025:09:21:49 +0000,GET,/api/data,200,968,2025-11-14 10:21:49
192.168.1.9,07/Nov/2025:04:59:17 +0000,PUT,/images/logo.png,200,1803,2025-11-07 05:59:17
192.168.1.10,12/Nov/2025:14:24:11 +0000,POST,/products,304,324,2025-11-12 15:24:11
192.168.1.8,10/Nov/2025:21:30:14 +0000,DELETE,/checkout,500,885,2025-11-10 22:30:14
192.168.1.19,06/Nov/2025:20:21:02 +0000,POST,/images/logo.png,503,1791,2025-11-06 21:21:02
192.168.1.4,11/Nov/2025:05:51:58 +0000,GET,/products,200,1594,2025-11-11 06:51:58
192.168.1.2,13/Nov/2025:00:32:25 +0000,PUT,/search?q=spark,200,1904,2025-11-13 01:32:25
192.168.1.17,18/Nov/2025:03:40:27 +0000,PUT,/api/data,200,1288,2025-11-18 04:40:27
192.168.1.4,02/Nov/2025:12:05:10 +0000,DELETE,/search?q=spark,200,227,2025-11-02 13:05:10
